"Id","Region","River Name","Section","Class","Class (decimal)","Length","Gradient","Time","Put in","Take out","Body"
"https://rivers.org.nz/nz/west-coast/grey/gentle-annie-gorge","West Coast","Grey","Gentle Annie Gorge","III","3","15km","5m/km","2-4 hours","End of gravel road on river right","River access point off Waipuna Road.","<p>An excellent scenic, moderate trip for strong beginners. Great eddies and scenery offer a fun half-day trip, or take lunch (and sandfly repellent) and make a day of it. Low volume boats will find plenty of squirting and playing through the gorge.</p><p>To get to the PUT IN: from Ikamatua: drive north on SH7 for three kilometres to a road signposted Hukarere, immediately before the Snowy Creek bridge. Turn right onto this road and drive 29 kilometres on a single lane, gravel road to a creek down to the river. If you get to a house and private property sign, you have gone 150 metres too far. Carry down the bank and across the river flats to the river. To get to the TAKE OUT: return to Ikamatua and drive south over the Big Grey River bridge. About 200 metres after the bridge, turn left at a sign to: Waipuna No Exit. Follow this road for 16.5 kilometres, over two bridges, to anywhere with access to the river. Leave gates as you find them. </p><p>The upper Grey area creates the option of a multi-day, moderate trip starting south of Springs Junction. This starts on the northern branch (Blue Grey) and goes down to the junction with the Grey. Most parties continue and camp somewhere before the Gentle Annie Gorge, finishing at Waipuna Road the next day</p>"
"https://rivers.org.nz/nz/west-coast/grey/lower-grey","West Coast","Grey","Lower Grey","II","2","","","","","","<p>Great park & play wave action at Dobson, when the flow is up: <a href=""http://vimeo.com/97388740"" title=""http://vimeo.com/97388740"">http://vimeo.com/97388740</a></p>"
"https://rivers.org.nz/nz/west-coast/grey/upper-grey","West Coast","Grey","Upper Grey","II-III","2.5","","","3-4 hours","Bridge on gravel road off SH7","Easier to keep going through the gorge...","<p>This is a scenic trip through beech forest and beautiful gorges with fun boulder garden rapids.  It can easily be combined with the Gentle Annie gorge section as an overnight or longer day trip.  This is recommended since the walk out at the Gentle Annie gorge put-in makes the paddle far more worthwhile! Keep an eye out for trees which come down this section regularly in high flows.</p><p>To get to the put-in; drive from Reefton towards Springs Junction on SH7. A few kilometres before Springs Junction the road goes down a steeper hill and round a left-hand hairpin bend.  At this hairpin bend there is a small gravel road to the right; tuirn down this. Drive until you reach the bridge over the river. Put in here.</p><p>To get to the take-out; just keep going when you get to the Gentle Annie put-in!</p>"
"https://rivers.org.nz/nz/west-coast/haast/haast","West Coast","Haast","Haast","I","1","","","","","","Several potention sections: above Gates of Haast, Gates of Haast and flatwater to Haast town..."
"https://rivers.org.nz/nz/west-coast/haast/gates-of-haast-to-clarke-confluence","West Coast","Haast","Gates of Haast to Clarke Confluence","III-IV","3.5","","","","","","Technical boating, easier from Thunder Creek Falls."
"https://rivers.org.nz/nz/canterbury/hanmer","Canterbury","Hanmer","?","I","1","","","","","",""
"https://rivers.org.nz/nz/northland/hatea/hatea","Northland","Hatea","Hatea","I","1","","","","","","<p>RUS 1115, class unknown</p>"
"https://rivers.org.nz/nz/otago/hawea/control-gates-to-camp-hill-road","Otago","Hawea","Control Gates to Camp Hill Road","II","2","","","","Below control gates at Lake Hawea","Bridge at Camp Hill Road",""
"https://rivers.org.nz/nz/otago/hawea/camp-hill-road-to-albert-town","Otago","Hawea","Camp Hill Road to Albert Town","II-II+","2.15","","","","Bridge at Camp Hill Road","DOC campground at Albert Town",""
"https://rivers.org.nz/nz/otago/hawea/hawea-whitewater-park","Otago","Hawea","Hawea Whitewater Park","III","3","0.5km","","","Off Camp Hill Road, near bridge over Hawea","","<p>More info: <a href=""http://www.centralotagowhitewater.co.nz/hawea-whitewater-park"" title=""http://www.centralotagowhitewater.co.nz/hawea-whitewater-park"">http://www.centralotagowhitewater.co.nz/hawea-whitewater-park</a><br />Map: <a href=""http://www.topomap.co.nz/NZTopoMap?v=2&ll=-44.652126,169.238239&z=14"" title=""http://www.topomap.co.nz/NZTopoMap?v=2&ll=-44.652126,169.238239&z=14"">http://www.topomap.co.nz/NZTopoMap?v=2&ll=-44.652126,169.238239&z=14</a></p>"
"https://rivers.org.nz/nz/tasman/heaphy/upper","Tasman","Heaphy","Upper","IV","4","","","","","","First descent in Adventure 100."
"https://rivers.org.nz/nz/west-coast/hokitika/mungo-river-to-nogo-creek","West Coast","Hokitika","Mungo River to Nogo Creek","V","5","8km","25m/km","6 hours","Poet Creek Hut","Nogo Creek","<p>The Mungo/Hokitika from Poet Creek Hut has been paddled a number of times and it is a very well worthwhile trip for a good team in good conditions. Mungo Gorge is the first up and has two nice rapids at the entrance followed by a blind ledge drop. Catch the eddy, portage the next wee slot on the right, seal launch back in to ferry glide to river left, and portage around a nasty drop into a sieve. Back into your boats and paddle a blind 15-foot drop and another portage. After all this carrying - it has some great read "
"https://rivers.org.nz/nz/west-coast/hokitika/nogo-creek-to-kakariki-canyon","West Coast","Hokitika","Nogo Creek to Kakariki Canyon","V","5","8km","25m/km","4 hours","Nogo Creek","Second cableway in the Hokitika","<p>"
"https://rivers.org.nz/nz/west-coast/hokitika/kakariki-canyon","West Coast","Hokitika","Kakariki Canyon","III-IV","3.5","7km","18m/km","1-2 hours","bottom of Kawau Gorge","check with helicopter pilot","<p>The Kakariki Canyon run on the Hokitika River is an ideal first helicopter trip and if you have some class III boaters they can wait at the Hokitika/Whitcombe confluence and still have a fun trip out from there. If it is a sunny day make sure to allow time at the put in to lounge on the sun-baked rocks and enjoy the location. </p><p>Begin with some eddy-hopping through class III boulder gardens into a short, scenic, water worn schist gorge which is perfect for photography. The river opens to two rapids which are the hardest in the run. They are both fed by slip debris and change regularly and weigh in at the easy class IV range. Scouting and portaging is generally done on the left side and don"
"https://rivers.org.nz/nz/southland/hollyford/gunns-camp-run","Southland","Hollyford","Gunn's Camp Run","I-II","1.5","8km","12m/km","2-4 hours","Gunn's camp (check with the manager if accessing the river through the camp)","On the Hollyford road where it joins the river 8km from the camp, or Moraine Creek swingbridge","<p>Crystal clear class III water against the beautiful northern Darran Mountains makes this a great day out for intermediate paddlers. Keep an eye out for logs come to rest after being washed down from the upper sections in high water. Ask for permission from the campground owner before getting on the water.</p><p>The <a href=""/nz/southland/hollyford/moraine-creek"">Moraine Creek rapid</a> is a 500m long class IV boulder garden at the end of the run. It drops 20m through this length and is fun if you want to add some more excitement to your Milford journeys.</p><p>To get to the put-in; from the Milford road turn off to the Hollyford Valley. Drive about 7km of gravel road to Gunn's Camp.</p><p>To get to the take-out; continue along the road for about 8km to the Moraine Creek rapid, visible from the road. Park at the top or bottom of the rapid depending on where you want to get out.</p>"
"https://rivers.org.nz/nz/southland/hollyford/marian-creek","Southland","Hollyford","Marian Creek","IV-V","4.5","8km","32m/km","3-5 hours","Marian Creek swingbridge","Gunn's camp (check with the camp manager that it is OK to exit via the camp)","<p>One of the premier runs on any Kiwi whitewater tour the Marian Creek run rates very highly. Crystal clear water in the shallows, deep green in the pools, steep challenging rapids requiring a variety of complex moves. All this against the phenomenal scenery and backdrop of the northern Darran Mountains. It"
"https://rivers.org.nz/nz/southland/hollyford/monkey-creek-to-falls-creek","Southland","Hollyford","Monkey Creek to Falls Creek","V+","5.25","7km","40m/km","3-5 hours","Monkey Creek (off SH94 just below Homer Hut)","Falls Creek","<p>Steep and gnarly best describes the upper run on the Hollyford. This one needs rain, and lots of it. It will only be possible when the Marion Creek section is far too high to contemplate. The gradient looks impressive, but be aware the first kilometre is flat before the river drops at over 50m/km!</p><p>Most of the action is well within the class V league. If you are not totally solid on this sort of water don't even bother getting your boat off the car. The portages are in the first third of the trip where the river moves away from the road. Scouting is necessary for much of the journey. It is possible to bash back to the road at any stage if conditions get too bad (or good!). The gradient eases just before Falls Creek, but at the flows necessary for this run the water stays pushy right to the Marion Creek swingbridge.</p><p>To get to the put-in; Monkey Creek flows into the gentle upper valley area just below Homer Hut. The creek is signposted on the bridge crossing it. Make your way down the creek to the river.</p><p>To get to the take-out; Falls Creek take-out is on SH94 1km west of the Hollyford Valley turnoff. Marion Creek swingbridge is 1km down the Hollyford from the turnoff.</p>"
"https://rivers.org.nz/nz/southland/hollyford/falls-creek-to-marian-creek","Southland","Hollyford","Falls Creek to Marian Creek","III-IV","3.5","2.5km","28m/km","1-2 hours","Falls Creek","Marion Creek swingbridge","<p>A great intermediate run for those just pushing into class IV paddling and it is the easiest of the "
"https://rivers.org.nz/nz/southland/hollyford/moraine-creek","Southland","Hollyford","Moraine Creek","IV","4","0.5km","40m/km","2 minutes","At the to of the rapid.","At the bottom of the rapid","<p>The Moraine Creek rapid is a 500m long class IV boulder garden at the end of the Gunn's Camp run. It drops 20m through this length and is fun if you want to add some more excitement to your Milford journeys.</p><p>To get to the rapid; from the Milford road turn off to the Hollyford Valley. Drive about 15km of gravel road to the rapid, visible from the road.</p>"
